"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-12-09","2017","December","12","Office Supplies","5.76","2.0","0.0","2.6496"
"2017-12-09","2017","December","12","Technology","1399.98","2.0","0.0","629.991"
"2017-09-26","2017","September","9","Office Supplies","71.88","6.0","0.0","33.0648"
"2017-09-26","2017","September","9","Furniture","9.24","3.0","0.0","2.9568"
"2017-09-26","2017","September","9","Office Supplies","35.88","6.0","0.0","16.146"
"2017-09-26","2017","September","9","Office Supplies","17.04","3.0","20.0","5.538"
"2017-09-26","2017","September","9","Office Supplies","931.176","3.0","20.0","314.2719"
"2017-02-25","2017","February","2","Furniture","196.784","2.0","20.0","-22.1382"
"2017-02-25","2017","February","2","Furniture","231.92","5.0","20.0","5.798"
"2017-03-31","2017","March","3","Office Supplies","29.7","3.0","0.0","8.019"
"2017-12-03","2017","December","12","Furniture","13.592","2.0","60.0","-14.2716"
"2017-12-02","2017","December","12","Office Supplies","114.288","1.0","20.0","12.8574"
"2017-12-02","2017","December","12","Office Supplies","36.624","8.0","70.0","-24.416"
"2017-12-02","2017","December","12","Furniture","242.352","8.0","70.0","-363.528"
"2017-12-02","2017","December","12","Technology","49.616","2.0","20.0","4.9616"
"2017-12-02","2017","December","12","Furniture","508.704","6.0","20.0","0.0"
"2017-12-02","2017","December","12","Technology","57.36","6.0","20.0","-14.34"
"2017-12-02","2017","December","12","Furniture","906.68","5.0","20.0","68.001"
"2017-11-27","2017","November","11","Office Supplies","158.28","6.0","0.0","72.8088"
"2017-11-27","2017","November","11","Office Supplies","497.94","3.0","0.0","224.073"
"2017-10-05","2017","October","10","Technology","63.824","2.0","20.0","13.5626"
"2017-04-21","2017","April","4","Technology","47.976","3.0","20.0","8.3958"
"2017-04-21","2017","April","4","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-11-16","2017","November","11","Furniture","17.31","3.0","0.0","5.193"
"2017-04-20","2017","April","4","Office Supplies","146.86","7.0","0.0","70.4928"
"2017-04-20","2017","April","4","Office Supplies","36.56","4.0","0.0","18.28"
"2017-12-24","2017","December","12","Office Supplies","264.32","2.0","20.0","19.824"
"2017-05-03","2017","May","5","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-05-03","2017","May","5","Office Supplies","22.96","7.0","0.0","6.6584"
"2017-10-27","2017","October","10","Furniture","189.576","1.0","20.0","9.4788"
"2017-10-27","2017","October","10","Technology","71.96","5.0","20.0","7.196"
"2017-12-29","2017","December","12","Furniture","1207.84","8.0","0.0","314.0384"
"2017-12-29","2017","December","12","Office Supplies","12.53","1.0","0.0","5.8891"
"2017-12-29","2017","December","12","Office Supplies","34.58","1.0","0.0","10.0282"
"2017-12-29","2017","December","12","Furniture","300.98","1.0","0.0","87.2842"
"2017-12-29","2017","December","12","Furniture","258.75","3.0","0.0","77.625"
"2017-03-02","2017","March","3","Office Supplies","59.52","3.0","0.0","15.4752"
"2017-03-02","2017","March","3","Office Supplies","57.96","7.0","0.0","27.2412"
"2017-03-02","2017","March","3","Furniture","441.96","2.0","0.0","101.6508"
"2017-03-02","2017","March","3","Office Supplies","68.04","6.0","0.0","33.3396"
"2017-08-07","2017","August","8","Technology","119.448","3.0","20.0","-13.4379"
"2017-08-07","2017","August","8","Office Supplies","118.16","2.0","20.0","-25.109"
"2017-07-30","2017","July","7","Office Supplies","76.776","4.0","70.0","-53.7432"
"2017-06-01","2017","June","6","Office Supplies","53.9","5.0","0.0","25.872"
"2017-09-29","2017","September","9","Office Supplies","99.2","5.0","0.0","25.792"
"2017-09-13","2017","September","9","Office Supplies","15.92","5.0","20.0","2.786"
"2017-05-06","2017","May","5","Office Supplies","152.94","3.0","0.0","41.2938"
"2017-07-15","2017","July","7","Office Supplies","179.94","3.0","0.0","50.3832"
"2017-07-15","2017","July","7","Furniture","872.94","3.0","0.0","157.1292"
"2017-07-15","2017","July","7","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-07-02","2017","July","7","Office Supplies","163.96","5.0","20.0","59.4355"
"2017-07-02","2017","July","7","Office Supplies","5.232","4.0","80.0","-8.1096"
"2017-12-14","2017","December","12","Technology","1199.98","2.0","0.0","467.9922"
"2017-12-14","2017","December","12","Office Supplies","73.85","1.0","0.0","2.2155"
"2017-12-14","2017","December","12","Office Supplies","25.71","3.0","0.0","6.6846"
"2017-12-14","2017","December","12","Office Supplies","17.28","6.0","0.0","8.1216"
"2017-12-14","2017","December","12","Furniture","526.582","2.0","30.0","-52.6582"
"2017-10-15","2017","October","10","Office Supplies","11.68","2.0","0.0","4.2048"
"2017-10-28","2017","October","10","Furniture","77.952","3.0","20.0","15.5904"
"2017-10-28","2017","October","10","Office Supplies","147.184","2.0","20.0","-29.4368"
"2017-10-28","2017","October","10","Office Supplies","47.952","3.0","20.0","16.1838"
"2017-11-03","2017","November","11","Technology","40.776","3.0","20.0","0.5097"
"2017-09-09","2017","September","9","Technology","159.96","4.0","0.0","51.1872"
"2017-04-16","2017","April","4","Office Supplies","40.74","3.0","0.0","12.222"
"2017-06-13","2017","June","6","Furniture","291.136","4.0","20.0","-25.4744"
"2017-09-18","2017","September","9","Office Supplies","114.848","4.0","20.0","35.89"
"2017-06-02","2017","June","6","Office Supplies","10.688","2.0","20.0","3.7408"
"2017-09-15","2017","September","9","Office Supplies","12.42","3.0","0.0","5.2164"
"2017-12-18","2017","December","12","Office Supplies","12.672","9.0","20.0","1.4256"
"2017-07-30","2017","July","7","Technology","89.95","5.0","0.0","43.176"
"2017-08-20","2017","August","8","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-11-17","2017","November","11","Office Supplies","268.24","7.0","20.0","93.884"
"2017-11-17","2017","November","11","Technology","431.16","5.0","20.0","107.79"
"2017-11-13","2017","November","11","Technology","43.6","4.0","0.0","12.208"
"2017-11-13","2017","November","11","Furniture","154.95","3.0","0.0","30.99"
"2017-12-03","2017","December","12","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-09-26","2017","September","9","Office Supplies","2.224","1.0","20.0","0.556"
"2017-08-12","2017","August","8","Office Supplies","17.52","3.0","0.0","5.256"
"2017-08-12","2017","August","8","Furniture","1779.9","5.0","0.0","373.779"
"2017-08-12","2017","August","8","Office Supplies","219.9","5.0","0.0","59.373"
"2017-11-12","2017","November","11","Office Supplies","26.72","5.0","20.0","9.352"
"2017-09-19","2017","September","9","Office Supplies","4.842","3.0","70.0","-3.3894"
"2017-10-12","2017","October","10","Technology","39.984","2.0","20.0","-1.4994"
"2017-03-24","2017","March","3","Office Supplies","47.01","3.0","0.0","22.0947"
"2017-03-24","2017","March","3","Technology","469.99","1.0","0.0","136.2971"
"2017-03-24","2017","March","3","Furniture","207.846","3.0","10.0","2.3094"
"2017-06-01","2017","June","6","Office Supplies","324.744","3.0","20.0","-77.1267"
"2017-06-08","2017","June","6","Furniture","1497.666","2.0","15.00","140.9568"
"2017-06-08","2017","June","6","Technology","17.52","2.0","20.0","-3.504"
"2017-01-26","2017","January","1","Office Supplies","11.84","8.0","0.0","5.6832"
"2017-12-08","2017","December","12","Office Supplies","592.74","6.0","0.0","160.0398"
"2017-10-31","2017","October","10","Technology","508.768","4.0","20.0","38.1576"
"2017-10-31","2017","October","10","Office Supplies","9.912","3.0","20.0","3.2214"
"2017-07-21","2017","July","7","Furniture","124.404","4.0","30.0","-21.3264"
"2017-12-07","2017","December","12","Office Supplies","320.64","4.0","0.0","89.7792"
"2017-12-07","2017","December","12","Technology","52.0","4.0","0.0","23.4"
"2017-03-02","2017","March","3","Office Supplies","18.528","4.0","70.0","-12.352"
"2017-07-03","2017","July","7","Technology","24.0","2.0","20.0","-2.7"
"2017-09-25","2017","September","9","Office Supplies","24.448","4.0","20.0","8.8624"
"2017-09-09","2017","September","9","Office Supplies","31.104","6.0","20.0","11.2752"
"2017-09-09","2017","September","9","Office Supplies","11.176","1.0","20.0","0.8382"
"2017-12-03","2017","December","12","Office Supplies","13.344","6.0","20.0","1.0008"
"2017-12-03","2017","December","12","Technology","76.752","6.0","20.0","10.5534"
"2017-12-03","2017","December","12","Technology","102.336","8.0","20.0","14.0712"
"2017-12-03","2017","December","12","Office Supplies","10.32","2.0","20.0","3.741"
"2017-12-03","2017","December","12","Office Supplies","47.32","7.0","20.0","5.915"
"2017-12-03","2017","December","12","Furniture","23.376","3.0","20.0","7.0128"
"2017-12-03","2017","December","12","Furniture","16.72","5.0","20.0","3.344"
"2017-12-03","2017","December","12","Furniture","16.192","1.0","20.0","4.6552"
"2017-07-23","2017","July","7","Office Supplies","13.92","3.0","20.0","4.35"
"2017-06-21","2017","June","6","Office Supplies","82.4","5.0","0.0","40.376"
"2017-06-21","2017","June","6","Office Supplies","6.24","2.0","0.0","3.0576"
"2017-06-21","2017","June","6","Office Supplies","447.84","8.0","0.0","219.4416"
"2017-08-13","2017","August","8","Office Supplies","272.048","7.0","20.0","30.6054"
"2017-08-13","2017","August","8","Office Supplies","1614.582","6.0","70.0","-1237.8462"
"2017-08-13","2017","August","8","Office Supplies","24.32","5.0","20.0","9.12"
"2017-08-13","2017","August","8","Technology","1.584","2.0","20.0","0.4752"
"2017-08-13","2017","August","8","Furniture","31.984","1.0","20.0","0.0"
"2017-08-13","2017","August","8","Office Supplies","14.76","5.0","20.0","4.797"
"2017-08-13","2017","August","8","Furniture","423.648","2.0","20.0","47.6604"
"2017-08-25","2017","August","8","Office Supplies","25.696","2.0","20.0","1.9272"
"2017-06-17","2017","June","6","Technology","3404.5","5.0","0.0","1668.205"
"2017-06-17","2017","June","6","Technology","101.34","3.0","0.0","8.1072"
"2017-09-04","2017","September","9","Office Supplies","30.384","1.0","20.0","3.798"
"2017-09-15","2017","September","9","Office Supplies","38.62","2.0","0.0","10.8136"
"2017-09-15","2017","September","9","Technology","59.98","2.0","0.0","10.7964"
"2017-03-13","2017","March","3","Office Supplies","174.3","3.0","0.0","81.921"
"2017-09-24","2017","September","9","Technology","383.96","5.0","20.0","38.396"
"2017-09-24","2017","September","9","Office Supplies","15.57","3.0","70.0","-11.418"
"2017-11-20","2017","November","11","Technology","2.97","3.0","0.0","1.3365"
"2017-11-20","2017","November","11","Technology","569.99","1.0","0.0","170.997"
"2017-11-20","2017","November","11","Furniture","50.97","3.0","0.0","9.1746"
"2017-07-25","2017","July","7","Furniture","298.116","6.0","30.0","-4.2588"
"2017-08-17","2017","August","8","Office Supplies","23.36","2.0","0.0","11.68"
"2017-08-17","2017","August","8","Technology","71.976","3.0","20.0","8.997"
"2017-08-17","2017","August","8","Office Supplies","8.56","2.0","0.0","3.852"
"2017-08-17","2017","August","8","Office Supplies","13.92","3.0","20.0","4.872"
"2017-08-17","2017","August","8","Office Supplies","2518.29","9.0","0.0","654.7554"
"2017-08-17","2017","August","8","Office Supplies","540.57","3.0","0.0","140.5482"
"2017-08-17","2017","August","8","Office Supplies","221.056","8.0","20.0","77.3696"
"2017-12-25","2017","December","12","Office Supplies","39.582","9.0","80.0","-59.373"
"2017-12-25","2017","December","12","Office Supplies","44.688","7.0","20.0","5.0274"
"2017-12-25","2017","December","12","Office Supplies","31.744","2.0","20.0","2.3808"
"2017-12-25","2017","December","12","Office Supplies","40.98","5.0","80.0","-65.568"
"2017-12-25","2017","December","12","Office Supplies","3.168","3.0","80.0","-5.0688"
"2017-10-05","2017","October","10","Furniture","435.168","4.0","20.0","-59.8356"
"2017-10-05","2017","October","10","Office Supplies","14.9","5.0","0.0","6.854"
"2017-10-05","2017","October","10","Office Supplies","15.8","4.0","0.0","4.108"
"2017-10-05","2017","October","10","Furniture","72.9","5.0","0.0","26.973"
"2017-10-05","2017","October","10","Furniture","206.352","3.0","20.0","5.1588"
"2017-10-05","2017","October","10","Technology","7.992","1.0","20.0","2.6973"
"2017-11-18","2017","November","11","Office Supplies","81.36","5.0","20.0","-19.323"
"2017-11-18","2017","November","11","Office Supplies","20.232","8.0","70.0","-16.1856"
"2017-11-18","2017","November","11","Office Supplies","389.056","4.0","20.0","48.632"
"2017-11-18","2017","November","11","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-11-18","2017","November","11","Office Supplies","41.472","8.0","20.0","14.5152"
"2017-01-22","2017","January","1","Office Supplies","15.12","5.0","20.0","4.914"
"2017-01-22","2017","January","1","Office Supplies","7.872","3.0","20.0","0.8856"
"2017-11-03","2017","November","11","Technology","199.75","5.0","0.0","87.89"
"2017-11-03","2017","November","11","Furniture","1673.184","12.0","20.0","20.9148"
"2017-05-25","2017","May","5","Office Supplies","663.92","5.0","20.0","207.475"
"2017-05-25","2017","May","5","Technology","120.0","8.0","0.0","13.2"
"2017-05-25","2017","May","5","Office Supplies","3.29","1.0","0.0","1.4805"
"2017-05-25","2017","May","5","Furniture","18.84","3.0","0.0","6.0288"
"2017-10-17","2017","October","10","Technology","52.792","1.0","20.0","4.6193"
"2017-11-02","2017","November","11","Office Supplies","83.9","10.0","0.0","20.975"
"2017-11-02","2017","November","11","Office Supplies","11.76","2.0","0.0","5.7624"
"2017-07-10","2017","July","7","Office Supplies","41.91","3.0","0.0","10.8966"
"2017-06-30","2017","June","6","Furniture","435.999","3.0","15.00","5.1294"
"2017-08-21","2017","August","8","Furniture","388.704","6.0","20.0","38.8704"
"2017-08-21","2017","August","8","Office Supplies","572.58","6.0","0.0","34.3548"
"2017-08-21","2017","August","8","Technology","33.18","2.0","0.0","11.613"
"2017-03-11","2017","March","3","Technology","63.88","4.0","0.0","24.9132"
"2017-03-11","2017","March","3","Furniture","26.72","1.0","0.0","11.7568"
"2017-09-15","2017","September","9","Office Supplies","295.056","9.0","20.0","106.9578"
"2017-11-03","2017","November","11","Office Supplies","16.272","3.0","20.0","5.2884"
"2017-09-28","2017","September","9","Office Supplies","2.655","1.0","70.0","-1.8585"
"2017-01-01","2017","January","1","Office Supplies","454.56","5.0","20.0","-107.958"
"2017-01-01","2017","January","1","Furniture","141.42","5.0","60.0","-187.3815"
"2017-01-01","2017","January","1","Furniture","310.744","4.0","30.0","-26.6352"
"2017-01-01","2017","January","1","Office Supplies","12.736","4.0","20.0","2.2288"
"2017-01-01","2017","January","1","Office Supplies","6.47","5.0","80.0","-9.705"
"2017-01-01","2017","January","1","Office Supplies","13.748","14.0","80.0","-22.6842"
"2017-01-01","2017","January","1","Office Supplies","15.224","2.0","80.0","-38.8212"
"2017-04-28","2017","April","4","Office Supplies","28.08","3.0","20.0","5.265"
"2017-11-08","2017","November","11","Office Supplies","109.9","5.0","0.0","32.97"
"2017-07-27","2017","July","7","Furniture","23.88","3.0","0.0","10.5072"
"2017-07-27","2017","July","7","Office Supplies","26.2","4.0","0.0","12.052"
"2017-07-27","2017","July","7","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-07-27","2017","July","7","Technology","234.95","5.0","0.0","32.893"
"2017-12-28","2017","December","12","Office Supplies","118.25","5.0","0.0","34.2925"
"2017-12-28","2017","December","12","Office Supplies","4.28","1.0","0.0","1.926"
"2017-02-17","2017","February","2","Furniture","89.0664","1.0","32.00","-17.0274"
"2017-02-17","2017","February","2","Office Supplies","175.44","6.0","20.0","52.632"
"2017-02-17","2017","February","2","Technology","438.336","4.0","20.0","-87.6672"
"2017-12-08","2017","December","12","Furniture","215.544","4.0","30.0","-58.5048"
"2017-11-18","2017","November","11","Office Supplies","55.584","6.0","20.0","20.844"
"2017-11-18","2017","November","11","Furniture","127.386","2.0","30.0","-25.4772"
"2017-09-07","2017","September","9","Furniture","161.568","2.0","20.0","-28.2744"
"2017-08-26","2017","August","8","Furniture","64.96","5.0","60.0","-43.848"
"2017-06-09","2017","June","6","Office Supplies","49.12","4.0","0.0","23.0864"
"2017-03-23","2017","March","3","Office Supplies","32.48","2.0","0.0","4.872"
"2017-03-23","2017","March","3","Office Supplies","20.04","3.0","0.0","9.6192"
"2017-03-23","2017","March","3","Technology","13999.96","4.0","0.0","6719.9808"
"2017-03-20","2017","March","3","Technology","238.0","2.0","0.0","38.08"
"2017-03-20","2017","March","3","Office Supplies","61.96","2.0","0.0","27.882"
"2017-12-26","2017","December","12","Office Supplies","16.032","3.0","20.0","5.6112"
"2017-11-06","2017","November","11","Furniture","2036.86","7.0","0.0","366.6348"
"2017-11-06","2017","November","11","Furniture","449.568","2.0","20.0","-73.0548"
"2017-11-06","2017","November","11","Technology","108.96","3.0","0.0","32.688"
"2017-12-22","2017","December","12","Technology","474.95","5.0","0.0","142.485"
"2017-05-18","2017","May","5","Furniture","22.608","3.0","60.0","-10.1736"
"2017-05-18","2017","May","5","Furniture","1.892","1.0","60.0","-0.9933"
"2017-07-23","2017","July","7","Office Supplies","63.312","3.0","20.0","20.5764"
"2017-11-17","2017","November","11","Office Supplies","38.88","6.0","0.0","18.6624"
"2017-11-17","2017","November","11","Furniture","187.76","4.0","0.0","76.9816"
"2017-09-05","2017","September","9","Technology","89.568","4.0","20.0","-1.1196"
"2017-09-05","2017","September","9","Office Supplies","71.96","5.0","20.0","7.196"
"2017-09-05","2017","September","9","Office Supplies","15.552","3.0","20.0","5.4432"
"2017-04-24","2017","April","4","Office Supplies","10.43","5.0","80.0","-18.2525"
"2017-04-24","2017","April","4","Office Supplies","72.784","1.0","20.0","-18.196"
"2017-09-07","2017","September","9","Office Supplies","81.568","2.0","20.0","7.1372"
"2017-11-01","2017","November","11","Office Supplies","189.7","10.0","0.0","91.056"
"2017-11-01","2017","November","11","Office Supplies","40.99","1.0","0.0","20.0851"
"2017-05-01","2017","May","5","Office Supplies","3.328","2.0","20.0","0.416"
"2017-05-01","2017","May","5","Furniture","933.262","4.0","45.00","-458.1468"
"2017-05-01","2017","May","5","Furniture","2803.92","5.0","20.0","0.0"
"2017-10-20","2017","October","10","Office Supplies","4.768","2.0","20.0","-0.7748"
"2017-10-20","2017","October","10","Office Supplies","6.672","1.0","20.0","2.502"
"2017-10-20","2017","October","10","Office Supplies","4.448","2.0","20.0","1.112"
"2017-10-20","2017","October","10","Furniture","43.936","4.0","20.0","6.0412"
"2017-08-12","2017","August","8","Technology","299.99","1.0","0.0","89.997"
"2017-08-12","2017","August","8","Office Supplies","192.16","4.0","0.0","92.2368"
"2017-08-12","2017","August","8","Technology","242.624","8.0","20.0","27.2952"
"2017-08-12","2017","August","8","Office Supplies","46.74","3.0","0.0","11.685"
"2017-08-12","2017","August","8","Technology","174.95","5.0","0.0","12.2465"
"2017-08-12","2017","August","8","Office Supplies","100.704","6.0","20.0","37.764"
"2017-01-30","2017","January","1","Furniture","69.375","1.0","50.0","-47.175"
"2017-01-30","2017","January","1","Office Supplies","31.68","4.0","20.0","2.772"
"2017-01-30","2017","January","1","Technology","2003.168","4.0","20.0","250.396"
"2017-01-30","2017","January","1","Office Supplies","9.344","2.0","20.0","3.1536"
"2017-06-30","2017","June","6","Office Supplies","1085.42","7.0","0.0","282.2092"
"2017-04-22","2017","April","4","Office Supplies","675.06","3.0","0.0","87.7578"
"2017-05-09","2017","May","5","Office Supplies","65.232","3.0","20.0","22.0158"
"2017-05-09","2017","May","5","Furniture","207.0","3.0","20.0","25.875"
"2017-11-03","2017","November","11","Office Supplies","18.368","4.0","20.0","5.9696"
"2017-03-13","2017","March","3","Technology","299.9","2.0","0.0","74.975"
"2017-07-26","2017","July","7","Technology","1649.95","5.0","0.0","659.98"
"2017-07-26","2017","July","7","Furniture","362.352","3.0","20.0","45.294"
"2017-11-03","2017","November","11","Furniture","486.368","4.0","20.0","36.4776"
"2017-01-26","2017","January","1","Furniture","62.72","4.0","0.0","24.4608"
"2017-01-26","2017","January","1","Technology","2939.93","7.0","0.0","764.3818"
"2017-04-11","2017","April","4","Office Supplies","1.752","1.0","20.0","0.1533"
"2017-04-11","2017","April","4","Office Supplies","20.992","8.0","20.0","2.3616"
"2017-11-13","2017","November","11","Office Supplies","11.21","1.0","0.0","3.363"
"2017-09-08","2017","September","9","Office Supplies","61.68","5.0","20.0","5.397"
"2017-09-08","2017","September","9","Technology","158.376","3.0","20.0","13.8579"
"2017-07-21","2017","July","7","Office Supplies","2.864","4.0","80.0","-4.5824"
"2017-07-21","2017","July","7","Office Supplies","94.192","7.0","80.0","-164.836"
"2017-10-06","2017","October","10","Office Supplies","143.7","3.0","0.0","68.976"
"2017-10-06","2017","October","10","Office Supplies","6.48","1.0","0.0","3.1104"
"2017-11-07","2017","November","11","Technology","7.88","4.0","0.0","2.5216"
"2017-05-13","2017","May","5","Office Supplies","299.52","9.0","0.0","149.76"
"2017-04-13","2017","April","4","Furniture","436.704","6.0","20.0","-38.2116"
"2017-06-11","2017","June","6","Office Supplies","61.44","3.0","0.0","16.5888"
"2017-05-03","2017","May","5","Furniture","32.448","2.0","20.0","7.3008"
"2017-05-03","2017","May","5","Office Supplies","26.388","4.0","70.0","-17.592"
"2017-05-03","2017","May","5","Furniture","373.47","5.0","40.0","-112.041"
"2017-05-03","2017","May","5","Office Supplies","64.2","5.0","70.0","-44.94"
"2017-05-03","2017","May","5","Office Supplies","8.0","2.0","20.0","2.8"
"2017-01-02","2017","January","1","Office Supplies","31.744","2.0","20.0","3.968"
"2017-01-02","2017","January","1","Office Supplies","5.432","2.0","80.0","-13.58"
"2017-01-02","2017","January","1","Furniture","913.43","5.0","30.0","-169.637"
"2017-01-02","2017","January","1","Office Supplies","372.144","3.0","20.0","27.9108"
"2017-04-28","2017","April","4","Technology","751.984","2.0","20.0","84.5982"
"2017-01-30","2017","January","1","Technology","604.768","4.0","20.0","60.4768"
"2017-03-21","2017","March","3","Office Supplies","64.384","1.0","20.0","8.048"
"2017-09-04","2017","September","9","Office Supplies","11.808","3.0","20.0","4.1328"
"2017-12-04","2017","December","12","Office Supplies","11.76","2.0","0.0","5.7624"
"2017-12-23","2017","December","12","Furniture","27.46","2.0","0.0","9.8856"
"2017-11-02","2017","November","11","Furniture","155.372","2.0","30.0","-35.5136"
"2017-07-08","2017","July","7","Furniture","83.92","4.0","0.0","5.8744"
"2017-07-08","2017","July","7","Technology","141.9","5.0","0.0","58.179"
"2017-07-08","2017","July","7","Furniture","39.98","2.0","0.0","9.1954"
"2017-07-08","2017","July","7","Office Supplies","28.91","7.0","0.0","8.673"
"2017-07-08","2017","July","7","Office Supplies","174.95","5.0","0.0","45.487"
"2017-03-10","2017","March","3","Furniture","933.408","4.0","30.0","-173.3472"
"2017-04-06","2017","April","4","Office Supplies","106.32","3.0","0.0","49.9704"
"2017-05-09","2017","May","5","Office Supplies","147.92","5.0","20.0","46.225"
"2017-05-09","2017","May","5","Office Supplies","104.28","3.0","0.0","26.07"
"2017-05-09","2017","May","5","Furniture","286.85","1.0","0.0","63.107"
"2017-05-09","2017","May","5","Office Supplies","66.96","4.0","0.0","2.6784"
"2017-05-09","2017","May","5","Technology","199.98","2.0","0.0","87.9912"
"2017-10-12","2017","October","10","Technology","45.0","3.0","0.0","4.95"
"2017-10-12","2017","October","10","Office Supplies","17.9","5.0","0.0","8.771"
"2017-10-12","2017","October","10","Furniture","40.48","2.0","0.0","17.4064"
"2017-10-12","2017","October","10","Furniture","2154.9","5.0","0.0","129.294"
"2017-11-23","2017","November","11","Office Supplies","4.36","2.0","0.0","0.1744"
"2017-11-12","2017","November","11","Technology","62.352","6.0","20.0","-10.9116"
"2017-11-08","2017","November","11","Furniture","274.2","10.0","0.0","112.422"
"2017-03-14","2017","March","3","Technology","49.616","2.0","20.0","4.9616"
"2017-05-06","2017","May","5","Office Supplies","84.416","4.0","20.0","27.4352"
"2017-10-23","2017","October","10","Furniture","240.744","4.0","30.0","-13.7568"
"2017-10-23","2017","October","10","Furniture","35.0","4.0","0.0","14.7"
"2017-10-23","2017","October","10","Furniture","210.68","2.0","0.0","50.5632"
"2017-10-23","2017","October","10","Furniture","637.896","3.0","30.0","-127.5792"
"2017-10-23","2017","October","10","Office Supplies","43.44","8.0","0.0","21.2856"
"2017-10-23","2017","October","10","Office Supplies","2.22","1.0","0.0","0.666"
"2017-05-28","2017","May","5","Furniture","106.869","3.0","30.0","-29.0073"
"2017-05-28","2017","May","5","Office Supplies","3.564","3.0","80.0","-6.237"
"2017-04-23","2017","April","4","Furniture","387.136","4.0","20.0","-14.5176"
"2017-04-23","2017","April","4","Technology","45.408","2.0","20.0","11.9196"
"2017-04-23","2017","April","4","Furniture","77.952","3.0","20.0","-11.6928"
"2017-04-23","2017","April","4","Office Supplies","3.0","1.0","20.0","1.05"
"2017-04-09","2017","April","4","Office Supplies","37.896","4.0","70.0","-29.0536"
"2017-04-09","2017","April","4","Office Supplies","65.584","2.0","20.0","23.7742"
"2017-10-27","2017","October","10","Office Supplies","44.784","1.0","20.0","16.2342"
"2017-12-18","2017","December","12","Office Supplies","5.76","2.0","0.0","1.6704"
"2017-02-11","2017","February","2","Office Supplies","20.7","2.0","0.0","9.936"
"2017-09-24","2017","September","9","Furniture","199.8","10.0","0.0","71.928"
"2017-03-27","2017","March","3","Office Supplies","45.68","2.0","0.0","21.0128"
"2017-03-27","2017","March","3","Office Supplies","110.96","2.0","0.0","53.2608"
"2017-03-27","2017","March","3","Office Supplies","11.94","3.0","0.0","5.97"
"2017-07-07","2017","July","7","Office Supplies","5.94","3.0","0.0","0.1188"
"2017-06-05","2017","June","6","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-06-04","2017","June","6","Furniture","30.336","6.0","60.0","-17.4432"
"2017-12-04","2017","December","12","Furniture","12.99","1.0","0.0","1.5588"
"2017-12-04","2017","December","12","Furniture","182.22","3.0","0.0","45.555"
"2017-12-04","2017","December","12","Furniture","302.94","3.0","0.0","18.1764"
"2017-09-21","2017","September","9","Office Supplies","55.86","7.0","0.0","27.93"
"2017-03-16","2017","March","3","Technology","44.376","2.0","40.0","-7.396"
"2017-03-16","2017","March","3","Furniture","51.264","6.0","20.0","7.6896"
"2017-03-16","2017","March","3","Office Supplies","5.193","3.0","70.0","-3.462"
"2017-03-16","2017","March","3","Technology","159.984","2.0","20.0","43.9956"
"2017-03-16","2017","March","3","Office Supplies","54.224","2.0","20.0","3.389"
"2017-11-10","2017","November","11","Furniture","241.424","2.0","20.0","-36.2136"
"2017-03-09","2017","March","3","Technology","479.984","2.0","20.0","59.998"
"2017-03-09","2017","March","3","Office Supplies","30.84","5.0","20.0","9.6375"
"2017-11-13","2017","November","11","Technology","239.92","8.0","0.0","23.992"
"2017-04-30","2017","April","4","Office Supplies","4.842","3.0","70.0","-3.5508"
"2017-04-30","2017","April","4","Furniture","220.704","6.0","20.0","-8.2764"
"2017-08-27","2017","August","8","Office Supplies","14.336","4.0","20.0","0.896"
"2017-07-03","2017","July","7","Furniture","102.3","1.0","0.0","26.598"
"2017-12-22","2017","December","12","Furniture","607.52","2.0","0.0","97.2032"
"2017-12-22","2017","December","12","Office Supplies","31.16","2.0","0.0","7.79"
"2017-12-09","2017","December","12","Office Supplies","11.088","7.0","70.0","-8.1312"
"2017-07-11","2017","July","7","Technology","1287.45","5.0","0.0","244.6155"
"2017-07-11","2017","July","7","Office Supplies","168.1","5.0","0.0","43.706"
"2017-01-29","2017","January","1","Office Supplies","4.768","2.0","20.0","0.4768"
"2017-09-29","2017","September","9","Office Supplies","7.98","3.0","0.0","3.9102"
"2017-04-23","2017","April","4","Office Supplies","18.688","2.0","20.0","7.008"
"2017-04-23","2017","April","4","Furniture","11.664","3.0","20.0","3.3534"
"2017-11-09","2017","November","11","Technology","191.976","3.0","20.0","38.3952"
"2017-11-09","2017","November","11","Technology","499.168","4.0","20.0","31.198"
"2017-08-18","2017","August","8","Technology","23.18","2.0","0.0","7.6494"
"2017-11-13","2017","November","11","Technology","82.95","5.0","0.0","29.0325"
"2017-03-03","2017","March","3","Furniture","399.672","7.0","20.0","-14.9877"
"2017-09-08","2017","September","9","Office Supplies","65.12","4.0","0.0","16.9312"
"2017-11-06","2017","November","11","Furniture","30.56","5.0","60.0","-19.864"
